candidate_id,sample_id,model,backend,na,wavelength_nm,depth_um,voxel_xy_um,voxel_z_um,fwhm_lateral_um,fwhm_z_um,anisotropy,axial_sidelobe,plausibility,stability,reblur,depth_sensitivity,composite,rank_in_sample
13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001__richards_wolf__cb27c389,13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001,richards_wolf,psfmodels,0.75,509.0,0.0,0.5675040377912289,0.6849,0.7737579838320525,1.8490830859691114,2.3897434657946777,0.0010247256141155958,0.6148867840578853,,,,0.6148867840578853,1.0
13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001__born_wolf__f46b1963,13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001,born_wolf,psfmodels,0.75,509.0,0.0,0.5675040377912289,0.6849,0.7612733498574757,1.850210770345693,2.4304157904543566,0.001060066046193242,0.6139847073138721,,,,0.6139847073138721,2.0
13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001__gibson_lanni__067b6451,13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001,gibson_lanni,psfmodels,0.75,509.0,0.0,0.5675040377912289,0.6849,0.7612733498574757,1.850210770345693,2.4304157904543566,0.001060066046193242,0.6139847073138721,,,,0.6139847073138721,2.0
13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001__vri_gibson_lanni__89762684,13122024_cmlc2LIFEACTEGFP_48hpf.lif - Series001,vri_gibson_lanni,psfmodels,0.75,509.0,0.0,0.5675040377912289,0.6849,0.7612733498574757,1.850210770345693,2.4304157904543566,0.001060066046193242,0.6139847073138721,,,,0.6139847073138721,2.0
