label,centroid-0,centroid-1,centroid-2,volume_voxels,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,equivalent_diameter,extent,solidity,bbox_z_length,bbox_y_length,bbox_x_length,shape_major_axis,shape_intermediate_axis,shape_minor_axis
103,128.8232044198895,240.91896869244937,161.47790055248618,2172.0,118,234,153,141,248,169,16.0677006824139,0.421583850931677,0.9031185031185032,23,14,16,20.626695438301947,19.652295059090566,13.090586621247052
104,128.42666666666668,266.5441666666667,261.585,1200.0,121,258,257,137,274,267,13.184415301017735,0.46875,0.9009009009009009,16,16,10,15.94621853839532,13.787177449915546,12.291221102037282
105,137.71010860484546,64.09941520467837,178.98830409356725,2394.0,122,58,168,151,74,187,16.597468047979028,0.27155172413793105,0.6879310344827586,29,16,19,21.9597697318506,20.759649929348114,14.20327400848082
106,134.75862068965517,101.33189655172414,218.73275862068965,232.0,131,98,216,139,107,222,7.623653004050806,0.5370370370370371,0.9392712550607287,8,9,6,9.22273986159696,8.01253320316414,7.034068447607769
107,139.73353293413174,129.39820359281438,91.02095808383234,334.0,134,125,88,147,135,96,8.608271345931188,0.3211538461538462,0.8434343434343434,13,10,8,11.126729793826215,10.0585124630822,7.522610916420307
108,138.2896551724138,122.10689655172413,97.1396551724138,580.0,132,118,92,145,128,103,10.346889008501094,0.40559440559440557,0.8841463414634146,13,10,11,13.682785333865294,11.180536158975674,9.999881344662969
109,140.47826086956522,231.7937095282146,180.53746530989824,1081.0,132,227,175,150,237,187,12.73334063456341,0.500462962962963,0.896351575456053,18,10,12,15.714988242534513,14.89556288732317,10.615420007205948
110,139.90600414078676,212.24016563146998,134.1552795031056,2415.0,129,205,118,148,222,146,16.645857441456698,0.26702786377708976,0.6927710843373494,19,17,28,21.960699116315674,20.91968416658823,15.124205979110968
111,142.68516129032258,218.0541935483871,148.4567741935484,775.0,135,214,143,151,223,155,11.396400245279748,0.44849537037037035,0.8959537572254336,16,9,12,14.123437275263674,12.947528001568648,9.84223176995884
112,143.12208504801097,243.75857338820302,195.09876543209876,729.0,137,240,189,150,248,203,11.166308836189199,0.5006868131868132,0.9101123595505618,13,8,14,13.306166733764266,11.539274437154198,10.440788461658846
113,142.41067125645438,188.33907056798623,96.30843373493975,2905.0,130,177,87,159,197,103,17.703093840519077,0.3130387931034483,0.7508400103385888,29,20,16,24.949293058144548,21.93667147010329,16.64936852801465
114,145.98806682577566,200.64439140811456,193.4128878281623,419.0,141,196,189,151,206,199,9.284071295403159,0.419,0.9010752688172043,10,10,10,11.424606673759744,10.2148742704902,8.209945508712119
115,155.93375547978567,207.3283000487092,133.1758402338042,4106.0,143,200,118,186,218,146,19.86735754034334,0.1894610557401255,0.5851503491520593,43,18,28,35.61443168214856,32.777102363903275,18.24426871829058
116,156.20366345855325,183.30176963675876,93.51567836075753,3221.0,143,174,86,170,195,103,18.32303315742693,0.33416329494760866,0.7816064062120844,27,21,17,24.518012529438884,21.76648920692662,16.769303752451563
117,150.43690349946976,137.63626723223754,88.23011664899258,943.0,141,132,85,160,146,94,12.166650242696116,0.3939014202172097,0.8604014598540146,19,14,9,16.877568875134077,14.554005413544921,10.988515525974785
118,153.0099502487562,206.68235744355147,168.86107921928817,2613.0,141,201,162,166,214,178,17.088879830033093,0.5025,0.9181307097680955,25,13,16,21.25639498565392,20.120775873582303,14.222935052976062
119,163.80573248407643,184.61783439490446,182.4108280254777,314.0,159,181,179,170,189,186,8.432901130708489,0.5097402597402597,0.9075144508670521,11,8,7,10.593518721320404,9.037137735359018,7.7672380112831245
120,189.0648148148148,118.24691358024691,178.89814814814815,324.0,184,114,175,193,124,183,8.52148850768993,0.45,0.8901098901098901,9,10,8,9.934966366578081,9.160332992982767,7.845567766401813
